District Name,Year,Total Operating Revenue,Student Count,Campus Name,County Name,Region,Region Name,ERW,SAT Math,SAT Total,ACT English,ACT Math,ACT Reading,ACT Science,ACT Compos,per student budget
deer park isd,2022,161457479.0,12327,Deer Park HS,Harris County,4.0,Houston,540.0,542.0,1081.0,21.0,21.6,22.7,22.1,22.1,13097
harlandale isd,2022,163670187.0,12078,McCollum HS,Bexar County,20.0,San Antonio,442.0,439.0,881.0,17.5,16.0,18.5,18.5,18.0,13551
harlandale isd,2022,163670187.0,12078,Harlandale HS,Bexar County,20.0,San Antonio,449.0,445.0,893.0,20.6,20.0,22.6,19.1,20.9,13551
bastrop isd,2022,135361217.0,11947,Cedar Creek HS,Bastrop County,13.0,Austin,454.0,445.0,899.0,20.6,20.6,23.8,22.6,22.2,11330
bastrop isd,2022,135361217.0,11947,Bastrop HS,Bastrop County,13.0,Austin,454.0,446.0,900.0,18.7,17.8,21.2,20.2,19.5,11330
duncanville isd,2022,141404131.0,11944,Duncanville HS,Dallas County,10.0,Richardson,465.0,443.0,908.0,13.9,15.7,17.6,16.9,16.1,11838
dickinson isd,2022,131322593.0,11901,Dickinson HS,Galveston County,4.0,Houston,456.0,451.0,907.0,18.0,19.1,20.8,19.9,19.7,11034
brazosport isd,2022,163493633.0,11451,Brazoswood HS,Brazoria County,4.0,Houston,480.0,468.0,948.0,21.6,22.1,24.9,23.6,23.1,14277
lake travis isd,2022,109672995.0,10953,Lake Travis HS,Travis County,13.0,Austin,600.0,593.0,1194.0,24.6,24.3,25.9,25.2,25.2,10013
frenship isd,2022,107480699.0,10860,Frenship HS,Lubbock County,17.0,Lubbock,501.0,481.0,982.0,21.8,21.6,24.5,23.3,22.9,9896
del valle isd,2022,135862969.0,10853,Del Valle HS,Travis County,13.0,Austin,457.0,445.0,902.0,17.5,18.0,20.9,19.6,19.1,12518
cleveland isd,2022,135948247.0,10851,Cleveland HS,Liberty County,4.0,Houston,410.0,411.0,822.0,12.2,15.7,15.0,15.7,14.8,12528
canyon isd,2022,105291434.0,10659,Randall HS,Randall County,16.0,Amarillo,486.0,483.0,969.0,21.1,21.7,20.9,22.2,21.5,9878
canyon isd,2022,105291434.0,10659,Canyon HS,Randall County,16.0,Amarillo,501.0,505.0,1006.0,20.2,22.4,23.5,22.8,22.3,9878
sheldon isd,2022,129816056.0,10565,CE King HS,Harris County,4.0,Houston,441.0,425.0,866.0,17.1,17.9,20.8,18.6,18.7,12287
midlothian isd,2022,130300894.0,10391,Midlothian Heritage HS,Ellis County,10.0,Richardson,506.0,492.0,998.0,22.7,23.3,25.1,23.6,23.8,12539
midlothian isd,2022,130300894.0,10391,Midlothian HS,Ellis County,10.0,Richardson,500.0,480.0,980.0,20.8,21.1,21.7,21.5,21.3,12539
los fresnos cisd,2022,142521982.0,10333,Los Fresnos HS,Cameron County,1.0,Edinburg,524.0,519.0,1044.0,20.1,21.3,21.6,21.7,21.3,13792
boerne isd,2022,100242050.0,10268,Boerne-Samuel V Champion HS,Kendall County,20.0,San Antonio,561.0,545.0,1106.0,24.5,23.2,26.3,24.3,24.7,9762
boerne isd,2022,100242050.0,10268,Boerne HS,Kendall County,20.0,San Antonio,520.0,514.0,1034.0,23.0,22.3,23.3,22.9,23.1,9762
waxahachie isd,2022,113659288.0,10065,Waxahachie HS,Ellis County,10.0,Richardson,538.0,534.0,1072.0,19.4,19.5,21.5,20.7,20.4,11292
waxahachie isd,2022,113659288.0,10065,Waxahachie Global HS,Ellis County,10.0,Richardson,556.0,540.0,1097.0,26.4,23.8,26.7,25.0,25.7,11292
east central isd,2022,116279262.0,10002,East Central HS,Bexar County,20.0,San Antonio,490.0,474.0,964.0,18.4,19.5,19.6,20.2,19.5,11625
san felipe-del rio cisd,2022,131611064.0,9851,Del Rio ECHS,Val Verde County,15.0,San Angelo,544.0,517.0,1060.0,21.0,18.0,20.0,20.0,20.0,13360
san felipe-del rio cisd,2022,131611064.0,9851,Del Rio HS,Val Verde County,15.0,San Angelo,513.0,493.0,1006.0,19.2,20.1,19.4,21.5,20.1,13360
new braunfels isd,2022,95094434.0,9638,New Braunfels HS,Comal County,20.0,San Antonio,549.0,529.0,1078.0,21.3,21.5,24.4,23.2,22.7,9866
channelview isd,2022,119600975.0,9503,Channelview HS,Harris County,4.0,Houston,445.0,437.0,882.0,13.0,16.5,19.0,15.5,16.0,12585
sharyland isd,2022,121728319.0,9481,Sharyland Pioneer HS,Hidalgo County,1.0,Edinburg,518.0,519.0,1036.0,16.7,18.5,18.9,19.1,18.4,12839
sharyland isd,2022,121728319.0,9481,Sharyland Advanced Academic,Hidalgo County,1.0,Edinburg,547.0,542.0,1089.0,18.5,19.7,21.2,19.9,20.0,12839
sharyland isd,2022,121728319.0,9481,Sharyland HS,Hidalgo County,1.0,Edinburg,513.0,501.0,1015.0,19.3,21.4,21.9,21.9,21.3,12839
montgomery isd,2022,91833792.0,9328,Lake Creek HS,Montgomery County,6.0,Huntsville,556.0,545.0,1102.0,22.7,22.8,24.3,23.3,23.4,9844
montgomery isd,2022,91833792.0,9328,Montgomery HS,Montgomery County,6.0,Huntsville,502.0,493.0,995.0,22.7,23.0,25.0,23.6,23.7,9844
san benito cisd,2022,143214293.0,9201,San Benito HS,Cameron County,1.0,Edinburg,452.0,427.0,879.0,15.9,16.8,17.2,18.4,17.2,15565
manor isd,2022,109581822.0,9029,Manor New Technology High,Travis County,13.0,Austin,456.0,436.0,892.0,20.0,20.3,21.0,19.3,20.0,12136
rio grande city grulla isd,2022,150582092.0,9007,Grulla HS,Starr County,1.0,Edinburg,490.0,448.0,938.0,19.7,17.1,21.4,19.0,19.3,16718
rio grande city grulla isd,2022,150582092.0,9007,Preparatory for ECHS,Starr County,1.0,Edinburg,509.0,477.0,986.0,21.4,19.5,24.7,21.9,21.9,16718
rio grande city grulla isd,2022,150582092.0,9007,Rio Grande City HS,Starr County,1.0,Edinburg,521.0,475.0,996.0,19.1,17.7,20.4,19.6,19.3,16718
hutto isd,2022,103731190.0,8932,Hutto HS,Williamson County,13.0,Austin,560.0,546.0,1106.0,20.2,20.8,23.0,21.8,21.6,11613
temple isd,2022,118168725.0,8395,Temple HS,Bell County,12.0,Waco,494.0,480.0,974.0,17.8,18.5,21.1,20.7,19.6,14076
willis isd,2022,85153338.0,8395,Willis HS,Montgomery County,6.0,Huntsville,465.0,460.0,924.0,18.7,21.1,19.8,20.3,20.0,10143
midway isd,2022,82578259.0,8394,Midway HS,McLennan County,12.0,Waco,593.0,568.0,1161.0,20.9,21.0,23.0,22.5,22.0,9837
edgewood isd,2022,125358474.0,8383,John F Kennedy HS,Bexar County,20.0,San Antonio,435.0,430.0,865.0,17.8,17.3,16.5,16.0,17.0,14953
edgewood isd,2022,125358474.0,8383,Edgewood HS,Van Zandt County,7.0,Kilgore,507.0,489.0,996.0,17.3,18.5,20.2,19.5,19.0,14953
edgewood isd,2022,125358474.0,8383,Memorial HS,Bexar County,20.0,San Antonio,433.0,418.0,851.0,21.4,21.6,23.1,23.0,22.4,14953
carroll isd,2022,89807404.0,8382,Carroll Senior HS,Tarrant County,11.0,Fort Worth,621.0,636.0,1256.0,25.8,26.2,27.4,26.2,26.6,10714
waller isd,2022,100273346.0,8367,Waller HS,Waller County,4.0,Houston,467.0,456.0,923.0,20.3,19.5,22.3,21.6,21.0,11984
little elm isd,2022,87591226.0,8245,Little Elm HS,Denton County,11.0,Fort Worth,470.0,460.0,930.0,19.0,19.3,22.0,21.0,20.4,10623
longview isd,2022,125238277.0,8223,Longview HS,Gregg County,7.0,Kilgore,545.0,529.0,1074.0,17.8,18.3,19.9,19.3,19.0,15230
great hearts texas,2022,90225728.0,8136,Great Hearts Northern Oaks,Bexar County,20.0,San Antonio,635.0,627.0,1263.0,31.1,28.4,31.1,28.4,29.8,11089
san marcos cisd,2022,102718158.0,8136,San Marcos HS,Hays County,13.0,Austin,477.0,462.0,939.0,20.9,20.8,23.5,22.2,21.9,12625
great hearts texas,2022,90225728.0,8136,Great Hearts Irving Upper,Bexar County,20.0,San Antonio,636.0,616.0,1252.0,24.7,23.0,26.2,23.5,24.3,11089
great hearts texas,2022,90225728.0,8136,Great Hearts Monte Vista North,Bexar County,20.0,San Antonio,579.0,555.0,1134.0,27.2,24.3,28.1,23.5,25.8,11089
copperas cove isd,2022,94732580.0,8102,Copperas Cove HS,Coryell County,12.0,Waco,472.0,462.0,934.0,19.3,19.2,20.8,21.1,20.2,11692
weatherford isd,2022,93831896.0,8005,Weatherford HS,Parker County,11.0,Fort Worth,495.0,466.0,961.0,19.6,20.3,23.4,22.2,21.4,11721
dripping springs isd,2022,80587087.0,7859,Dripping Springs HS,Hays County,13.0,Austin,591.0,583.0,1174.0,23.7,23.0,25.0,24.0,24.0,10254
port arthur isd,2022,131979735.0,7840,Memorial HS,Jefferson County,5.0,Beaumont,448.0,428.0,876.0,17.3,17.7,21.7,17.3,18.3,16834
eanes isd,2022,85369322.0,7809,Westlake HS,Travis County,13.0,Austin,630.0,634.0,1263.0,28.3,27.1,29.1,27.3,28.0,10932
texas city isd,2022,126141641.0,7756,La Marque HS,Galveston County,4.0,Houston,437.0,425.0,861.0,12.5,15.5,16.5,13.5,14.5,16263
texas city isd,2022,126141641.0,7756,Texas City HS,Galveston County,4.0,Houston,440.0,442.0,882.0,14.8,18.6,17.5,18.8,17.6,16263
granbury isd,2022,81047160.0,7712,Granbury HS,Hood County,11.0,Fort Worth,564.0,543.0,1107.0,21.5,21.5,24.1,22.5,22.5,10509
sherman isd,2022,94755278.0,7698,Sherman HS,Grayson County,10.0,Richardson,477.0,480.0,956.0,23.3,22.1,25.7,24.4,24.0,12309
royse city isd,2022,84505094.0,7610,Royse City HS,Rockwall County,10.0,Richardson,478.0,469.0,946.0,20.2,19.9,22.4,21.6,21.2,11104
lubbock-cooper isd,2022,80427702.0,7575,Lubbock-Cooper HS,Lubbock County,17.0,Lubbock,535.0,528.0,1062.0,21.6,21.9,25.1,22.8,23.0,10617
desoto isd,2022,96381614.0,7339,Desoto HS,Dallas County,10.0,Richardson,452.0,428.0,880.0,15.9,16.1,16.9,16.8,16.5,13132
aledo isd,2022,75705060.0,7325,Aledo HS,Parker County,11.0,Fort Worth,552.0,544.0,1097.0,23.5,23.8,25.8,24.2,24.4,10335
lufkin isd,2022,99405002.0,7318,Lufkin HS,Angelina County,7.0,Kilgore,463.0,475.0,937.0,21.3,22.2,23.7,23.3,22.7,13583
texarkana isd,2022,96130725.0,7126,Texas HS,Bowie County,8.0,Mt Pleasant,564.0,516.0,1080.0,20.0,20.0,22.4,21.4,21.1,13490
cedar hill isd,2022,81899980.0,7112,Cedar Hill Collegiate HS,Dallas County,10.0,Richardson,569.0,535.0,1104.0,21.7,18.9,22.3,22.6,21.5,11515
cedar hill isd,2022,81899980.0,7112,Cedar Hill HS,Dallas County,10.0,Richardson,445.0,431.0,876.0,15.1,16.5,17.6,16.7,16.6,11515
seguin isd,2022,88589077.0,7039,Seguin HS,Guadalupe County,20.0,San Antonio,492.0,481.0,973.0,20.4,21.2,21.9,22.3,21.7,12585
cleburne isd,2022,86807491.0,7036,Cleburne HS,Johnson County,11.0,Fort Worth,499.0,470.0,969.0,15.8,16.7,17.2,17.7,17.0,12337
white settlement isd,2022,79178609.0,6981,Brewer HS,Tarrant County,11.0,Fort Worth,485.0,450.0,935.0,16.9,17.3,18.5,18.1,17.8,11342
lancaster isd,2022,90379864.0,6978,Lancaster HS,Dallas County,10.0,Richardson,486.0,488.0,975.0,13.6,15.3,15.2,15.8,15.1,12952
la porte isd,2022,93991227.0,6925,La Porte HS,Harris County,4.0,Houston,478.0,459.0,937.0,19.6,20.6,23.1,21.2,21.1,13572
azle isd,2022,75489192.0,6864,Azle HS,Tarrant County,11.0,Fort Worth,529.0,509.0,1038.0,22.3,22.5,25.2,24.2,23.7,10997
liberty hill isd,2022,69099186.0,6824,Liberty Hill HS,Williamson County,13.0,Austin,522.0,516.0,1038.0,21.6,23.2,24.4,23.6,23.3,10125
barbers hill isd,2022,106496059.0,6796,Barbers Hill HS,Chambers County,4.0,Houston,519.0,521.0,1040.0,22.5,23.8,24.8,23.9,23.8,15670
princeton isd,2022,79380930.0,6765,Princeton HS,Collin County,10.0,Richardson,515.0,524.0,1039.0,18.0,20.0,20.7,20.5,19.9,11734
medina valley isd,2022,73981461.0,6757,Medina Valley HS,Medina County,20.0,San Antonio,536.0,500.0,1036.0,19.0,19.4,21.9,20.8,20.4,10948
angleton isd,2022,78355567.0,6748,Angleton HS,Brazoria County,4.0,Houston,505.0,475.0,980.0,19.7,18.7,20.0,21.0,19.9,11611
highland park isd,2022,79052740.0,6666,Highland Park HS,Potter County,16.0,Amarillo,534.0,532.0,1066.0,18.0,18.6,19.2,18.8,18.9,11859
highland park isd,2022,79052740.0,6666,Highland Park HS,Dallas County,10.0,Richardson,637.0,643.0,1280.0,27.0,26.0,27.6,26.2,26.8,11859
galveston isd,2022,97993641.0,6650,Ball HS,Galveston County,4.0,Houston,534.0,514.0,1048.0,18.3,19.4,20.3,20.2,19.7,14735
crosby isd,2022,74337824.0,6465,Crosby HS,Harris County,4.0,Houston,459.0,451.0,910.0,15.7,17.7,16.3,18.2,17.1,11498
red oak isd,2022,70053868.0,6287,Red Oak HS,Ellis County,10.0,Richardson,471.0,463.0,933.0,18.6,18.9,21.0,19.4,19.6,11142
friendswood isd,2022,62129166.0,6155,Friendswood HS,Galveston County,4.0,Houston,572.0,574.0,1146.0,25.3,25.3,26.5,25.3,25.7,10094
lockhart isd,2022,72025853.0,6117,Lockhart HS,Caldwell County,13.0,Austin,457.0,435.0,892.0,18.0,19.0,21.0,20.3,19.7,11774
canutillo isd,2022,79029581.0,6076,Canutillo HS,El Paso County,19.0,El Paso,451.0,460.0,910.0,16.7,18.3,18.4,18.0,17.9,13006
ennis isd,2022,72576288.0,5999,Ennis HS,Ellis County,10.0,Richardson,492.0,495.0,987.0,16.6,18.7,19.1,19.6,18.6,12098
corsicana isd,2022,75018033.0,5996,Corsicana HS,Navarro County,12.0,Waco,454.0,451.0,905.0,16.7,18.6,17.3,18.1,18.0,12511
nacogdoches isd,2022,88175407.0,5883,Nacogdoches HS,Nacogdoches County,7.0,Kilgore,498.0,490.0,988.0,20.7,21.9,22.6,22.1,21.9,14988
joshua isd,2022,68686634.0,5862,Joshua HS,Johnson County,11.0,Fort Worth,495.0,476.0,971.0,24.8,22.5,24.8,23.1,23.9,11717
jubilee academies,2022,90492083.0,5764,Jubilee Brownsville,Bexar County,20.0,San Antonio,467.0,452.0,919.0,15.8,15.3,18.7,18.8,17.3,15699
roma isd,2022,96181750.0,5621,Roma HS,Starr County,1.0,Edinburg,569.0,533.0,1102.0,16.7,18.0,19.3,18.8,18.3,17111
dayton isd,2022,62686398.0,5603,Dayton HS,Liberty County,4.0,Houston,477.0,454.0,931.0,15.7,15.3,20.5,18.2,17.5,11188
life school,2022,72202880.0,5558,Life HS Waxahachie,Dallas County,10.0,Richardson,477.0,450.0,927.0,17.4,17.9,19.0,19.3,18.5,12990
life school,2022,72202880.0,5558,Life School Oak Cliff,Dallas County,10.0,Richardson,453.0,425.0,879.0,16.0,18.0,17.5,18.5,17.5,12990
flour bluff isd,2022,62077315.0,5523,Flour Bluff HS,Nueces County,2.0,Corpus Christi,543.0,531.0,1074.0,20.7,21.0,21.8,21.6,21.4,11239
southside isd,2022,92181268.0,5516,Southside HS,Bexar County,20.0,San Antonio,435.0,421.0,856.0,23.5,16.0,22.5,19.5,20.5,16711
everman isd,2022,76251098.0,5457,Everman HS,Tarrant County,11.0,Fort Worth,482.0,469.0,951.0,14.0,16.6,16.3,16.5,16.0,13973
everman isd,2022,76251098.0,5457,Everman Academy HS,Tarrant County,11.0,Fort Worth,376.0,350.0,726.0,9.6,13.7,10.3,12.6,11.7,13973
crandall isd,2022,58499175.0,5439,Crandall HS,Kaufman County,10.0,Richardson,481.0,475.0,956.0,18.1,19.6,20.1,21.0,19.9,10755
vanguard academy,2022,80328166.0,5364,Vanguard Mozart,Hidalgo County,1.0,Edinburg,466.0,459.0,925.0,16.1,17.1,17.7,17.9,17.3,14975
vanguard academy,2022,80328166.0,5364,Vanguard Rembrandt,Hidalgo County,1.0,Edinburg,520.0,491.0,1011.0,17.1,17.4,19.7,19.2,18.3,14975
greenville isd,2022,68244481.0,5320,Greenville HS,Hunt County,10.0,Richardson,450.0,431.0,881.0,22.1,21.2,25.1,22.3,22.8,12827
port neches-groves isd,2022,60175348.0,5186,Port Neches-Groves HS,Jefferson County,5.0,Beaumont,504.0,482.0,986.0,20.5,19.5,21.3,20.9,20.6,11603
mount pleasant isd,2022,69865349.0,5139,Mount Pleasant HS,Titus County,8.0,Mt Pleasant,540.0,540.0,1081.0,17.5,19.0,19.5,18.3,18.7,13595
wylie isd,2022,48433114.0,5097,Wylie HS,Collin County,10.0,Richardson,546.0,551.0,1096.0,23.3,24.2,23.6,23.6,23.8,9502
wylie isd,2022,48433114.0,5097,Wylie HS,Taylor County,14.0,Abilene,582.0,560.0,1142.0,21.9,22.3,24.9,23.2,23.2,9502
wylie isd,2022,48433114.0,5097,Wylie East HS,Collin County,10.0,Richardson,528.0,530.0,1058.0,23.9,23.1,25.8,23.9,24.2,9502
marshall isd,2022,62186499.0,5059,Marshall HS,Harrison County,7.0,Kilgore,613.0,598.0,1210.0,16.7,16.9,19.2,18.7,18.0,12292
texans can academies,2022,66593332.0,5037,Texans Can Academy-Fort Worth,Dallas County,10.0,Richardson,445.0,435.0,880.0,13.6,14.5,15.6,15.4,14.9,13220
elgin isd,2022,65249418.0,4985,Elgin HS,Bastrop County,13.0,Austin,475.0,461.0,935.0,15.2,17.2,18.4,18.5,17.4,13089
nederland isd,2022,56205359.0,4983,Nederland HS,Jefferson County,5.0,Beaumont,528.0,520.0,1048.0,23.2,23.2,24.7,24.8,24.1,11279
terrell isd,2022,62602503.0,4962,Terrell HS,Kaufman County,10.0,Richardson,439.0,422.0,861.0,17.5,16.0,19.5,22.0,19.0,12616
whitehouse isd,2022,52719391.0,4896,Whitehouse HS,Smith County,7.0,Kilgore,541.0,534.0,1075.0,21.9,23.4,23.4,24.0,23.3,10767
brenham isd,2022,57448937.0,4866,Brenham HS,Washington County,6.0,Huntsville,495.0,488.0,983.0,19.8,21.4,23.9,23.6,22.3,11806
melissa isd,2022,54319303.0,4859,Melissa HS,Collin County,10.0,Richardson,538.0,531.0,1069.0,20.8,22.3,22.7,22.6,22.2,11179
kerrville isd,2022,56485252.0,4808,Tivy HS,Kerr County,20.0,San Antonio,505.0,490.0,995.0,25.6,23.6,27.2,25.1,25.6,11748
alamo heights isd,2022,53284523.0,4788,Alamo Heights HS,Bexar County,20.0,San Antonio,582.0,579.0,1161.0,24.6,24.7,26.7,24.9,25.3,11128
gregory-portland isd,2022,79001509.0,4717,Gregory-Portland HS,San Patricio County,2.0,Corpus Christi,501.0,485.0,986.0,21.1,20.9,22.5,21.9,21.7,16748
pine tree isd,2022,57728490.0,4677,Pine Tree HS,Gregg County,7.0,Kilgore,467.0,460.0,927.0,20.3,20.9,20.8,20.1,20.8,12343
denison isd,2022,58856195.0,4674,Denison HS,Grayson County,10.0,Richardson,552.0,548.0,1100.0,19.2,20.9,22.0,21.5,21.1,12592
anna isd,2022,52112258.0,4436,Anna HS,Collin County,10.0,Richardson,522.0,506.0,1028.0,19.8,20.5,22.5,20.8,21.0,11747
mercedes isd,2022,72879698.0,4416,Mercedes HS,Hidalgo County,1.0,Edinburg,540.0,430.0,970.0,14.5,15.9,17.2,16.6,16.2,16503
splendora isd,2022,53292471.0,4362,Splendora HS,Montgomery County,6.0,Huntsville,458.0,431.0,889.0,18.1,17.6,19.6,20.7,19.1,12217
alice isd,2022,67163320.0,4359,Alice HS,Jim Wells County,2.0,Corpus Christi,552.0,520.0,1072.0,14.9,16.1,16.9,16.2,16.1,15407
lovejoy isd,2022,46868298.0,4335,Lovejoy HS,Collin County,10.0,Richardson,603.0,597.0,1200.0,26.1,26.0,27.5,25.9,26.5,10811
sulphur springs isd,2022,52548983.0,4329,Sulphur Springs HS,Hopkins County,8.0,Mt Pleasant,514.0,497.0,1011.0,19.2,19.9,21.5,20.8,20.5,12138
santa fe isd,2022,52783743.0,4325,Santa Fe HS,Galveston County,4.0,Houston,500.0,481.0,981.0,21.8,21.0,24.5,22.1,22.4,12204
argyle isd,2022,45429741.0,4314,Argyle HS,Denton County,11.0,Fort Worth,578.0,574.0,1152.0,23.1,22.8,24.8,23.7,23.7,10530
dumas isd,2022,48128838.0,4268,Dumas HS,Moore County,16.0,Amarillo,538.0,550.0,1088.0,17.0,19.5,19.9,19.7,19.2,11276
vidor isd,2022,50599686.0,4254,Vidor HS,Orange County,5.0,Beaumont,509.0,506.0,1015.0,18.9,20.9,20.7,19.9,20.2,11894
south texas isd,2022,89694900.0,4251,South Texas ISD Health Professions,Cameron County,1.0,Edinburg,563.0,532.0,1096.0,20.4,19.5,21.1,19.8,20.3,21099
south texas isd,2022,89694900.0,4251,South Texas ISD Science Academy,Cameron County,1.0,Edinburg,602.0,603.0,1205.0,23.1,22.6,24.0,22.9,23.2,21099
south texas isd,2022,89694900.0,4251,South Texas ISD Medical,Cameron County,1.0,Edinburg,527.0,503.0,1029.0,17.3,18.7,19.5,18.3,18.5,21099
south texas isd,2022,89694900.0,4251,South Texas ISD World Scholars,Cameron County,1.0,Edinburg,530.0,495.0,1025.0,20.8,18.9,22.0,20.5,20.6,21099
lindale isd,2022,49814866.0,4244,Lindale HS,Smith County,7.0,Kilgore,564.0,556.0,1120.0,19.8,20.8,23.9,21.4,21.6,11737
lumberton isd,2022,42266958.0,4188,Lumberton HS,Hardin County,5.0,Beaumont,531.0,512.0,1043.0,23.6,23.8,24.4,24.6,24.2,10092
edcouch-elsa isd,2022,58104282.0,4140,Edcouch-Elsa HS,Hidalgo County,1.0,Edinburg,500.0,463.0,963.0,15.4,16.8,16.9,17.5,16.8,14034
andrews isd,2022,47312859.0,4131,Andrews HS,Andrews County,18.0,Midland,511.0,514.0,1025.0,17.0,19.5,20.3,18.6,19.0,11453
uvalde cisd,2022,63585944.0,4103,Uvalde HS,Uvalde County,20.0,San Antonio,434.0,414.0,848.0,27.0,26.0,30.0,28.3,28.0,15497
kaufman isd,2022,49591957.0,4093,Kaufman HS,Kaufman County,10.0,Richardson,472.0,456.0,928.0,22.8,22.3,24.3,24.2,23.5,12116
livingston isd,2022,52831693.0,4013,Livingston HS,Polk County,6.0,Huntsville,474.0,465.0,939.0,16.8,17.9,18.7,19.1,18.3,13165
floresville isd,2022,44520420.0,4010,Floresville HS,Wilson County,20.0,San Antonio,520.0,494.0,1015.0,16.8,18.0,19.2,18.0,18.1,11102
lake dallas isd,2022,44193204.0,3999,Lake Dallas HS,Denton County,11.0,Fort Worth,507.0,482.0,989.0,21.3,20.8,23.7,22.2,22.1,11051
marble falls isd,2022,47053755.0,3995,Marble Falls HS,Burnet County,13.0,Austin,478.0,458.0,936.0,21.7,19.9,22.8,21.8,21.6,11778
somerset isd,2022,58354202.0,3955,Somerset HS,Bexar County,20.0,San Antonio,432.0,419.0,851.0,16.7,17.9,19.0,18.7,18.3,14754
hereford isd,2022,48003969.0,3953,Hereford HS,Deaf Smith County,16.0,Amarillo,573.0,548.0,1122.0,14.6,17.1,18.1,17.2,16.9,12143
kilgore isd,2022,44201243.0,3887,Kilgore HS,Gregg County,7.0,Kilgore,481.0,465.0,945.0,17.8,19.0,20.0,19.9,19.3,11371
springtown isd,2022,46631034.0,3883,Springtown HS,Parker County,11.0,Fort Worth,514.0,500.0,1015.0,17.0,18.5,20.2,19.9,19.1,12009
calallen isd,2022,47933582.0,3856,Calallen HS,Nueces County,2.0,Corpus Christi,479.0,470.0,949.0,20.0,21.1,22.3,21.4,21.3,12430
paris isd,2022,49657963.0,3807,Paris HS,Lamar County,8.0,Mt Pleasant,582.0,558.0,1139.0,17.7,19.1,20.3,19.8,19.4,13043
valley view isd,2022,62483489.0,3789,Valley View HS,Cooke County,11.0,Fort Worth,497.0,484.0,982.0,20.8,20.0,21.5,22.3,21.3,16490
valley view isd,2022,62483489.0,3789,Valley View HS,Hidalgo County,1.0,Edinburg,605.0,548.0,1153.0,18.4,17.9,19.4,19.2,18.9,16490
tuloso-midway isd,2022,46605203.0,3745,Tuloso-Midway HS,Nueces County,2.0,Corpus Christi,527.0,493.0,1020.0,15.8,16.7,19.5,18.5,17.7,12444
stephenville isd,2022,40699057.0,3688,Stephenville HS,Erath County,11.0,Fort Worth,541.0,517.0,1058.0,20.5,20.8,22.5,22.0,21.5,11035
mabank isd,2022,42941234.0,3653,Mabank HS,Kaufman County,10.0,Richardson,518.0,516.0,1034.0,20.2,21.1,23.6,20.7,21.5,11755
castleberry isd,2022,50813079.0,3636,Castleberry HS,Tarrant County,11.0,Fort Worth,460.0,443.0,903.0,19.3,19.5,20.0,21.8,20.3,13974
lake worth isd,2022,47320438.0,3632,Lake Worth HS,Tarrant County,11.0,Fort Worth,451.0,432.0,883.0,13.2,15.3,16.5,18.3,16.0,13028
big spring isd,2022,45864762.0,3629,Big Spring HS,Howard County,18.0,Midland,590.0,533.0,1123.0,13.9,16.6,16.7,17.4,16.4,12638
decatur isd,2022,40815451.0,3600,Decatur HS,Wise County,11.0,Fort Worth,490.0,483.0,973.0,21.1,21.7,22.4,21.8,21.9,11337
alvarado isd,2022,40636121.0,3595,Alvarado HS,Johnson County,11.0,Fort Worth,472.0,449.0,921.0,24.5,21.0,24.3,24.0,23.3,11303
huffman isd,2022,47522729.0,3565,Hargrave HS,Harris County,4.0,Houston,511.0,499.0,1011.0,20.2,21.3,22.5,22.9,22.0,13330
calhoun county isd,2022,48942198.0,3561,Calhoun HS,Calhoun County,3.0,Victoria,498.0,501.0,999.0,16.4,18.7,18.5,19.5,18.4,13743
texas leadership public schools,2022,42260664.0,3511,Texas Leadership of San Angelo,Tom Green County,15.0,San Angelo,545.0,519.0,1065.0,14.7,17.4,17.1,17.0,16.7,12036
texas leadership public schools,2022,42260664.0,3511,Texas Leadership of Arlington,Tom Green County,15.0,San Angelo,515.0,538.0,1053.0,13.0,16.5,18.3,15.8,16.3,12036
stafford msd,2022,40204129.0,3511,Stafford HS,Fort Bend County,4.0,Houston,454.0,446.0,900.0,13.5,15.7,14.8,15.9,15.1,11450
bay city isd,2022,47046096.0,3508,Bay City HS,Matagorda County,3.0,Victoria,501.0,510.0,1011.0,15.4,17.0,18.9,19.7,18.0,13411
pampa isd,2022,41190501.0,3451,Pampa HS,Gray County,16.0,Amarillo,514.0,484.0,998.0,16.5,17.9,19.2,19.2,18.4,11935
brownwood isd,2022,42091315.0,3448,Brownwood HS,Brown County,15.0,San Angelo,489.0,478.0,967.0,21.0,21.3,23.0,22.7,22.1,12207
basis texas,2022,37304869.0,3421,Basis San Antonio-Shavano Campus,Bexar County,20.0,San Antonio,694.0,696.0,1390.0,30.2,29.4,29.9,30.3,30.1,10904
henderson isd,2022,41341020.0,3410,Henderson HS,Rusk County,7.0,Kilgore,536.0,517.0,1053.0,16.2,17.3,18.5,17.7,17.6,12123
el campo isd,2022,46797681.0,3404,El Campo HS,Wharton County,3.0,Victoria,536.0,528.0,1065.0,21.9,22.5,24.6,24.6,23.5,13747
lampasas isd,2022,42734508.0,3403,Lampasas HS,Lampasas County,12.0,Waco,563.0,529.0,1092.0,18.9,18.9,21.9,21.3,20.4,12557
chapel hill isd,2022,44055556.0,3393,Chapel Hill HS,Titus County,8.0,Mt Pleasant,514.0,528.0,1042.0,19.5,20.5,22.5,20.5,20.9,12984
chapel hill isd,2022,44055556.0,3393,Chapel Hill HS,Smith County,7.0,Kilgore,485.0,460.0,945.0,18.6,16.6,20.2,19.7,18.8,12984
