District Name,Year,Total Operating Revenue,Student Count,Campus Name,County Name,Region,Region Name,ERW,SAT Math,SAT Total,ACT English,ACT Math,ACT Reading,ACT Science,ACT Compos,per student budget
needville isd,2022,40099840.0,3378,Needville HS,Fort Bend County,4.0,Houston,507.0,491.0,998.0,21.2,21.4,23.3,22.2,22.2,11870
pleasanton isd,2022,48454257.0,3374,Pleasanton HS,Atascosa County,20.0,San Antonio,488.0,493.0,981.0,21.6,21.5,23.4,20.6,21.9,14361
palestine isd,2022,47502602.0,3360,Palestine HS,Anderson County,7.0,Kilgore,544.0,541.0,1085.0,20.6,21.5,22.7,22.2,22.0,14137
la vernia isd,2022,34684333.0,3356,La Vernia HS,Wilson County,20.0,San Antonio,503.0,492.0,996.0,21.2,23.1,23.7,23.6,23.0,10335
celina isd,2022,42413802.0,3351,Celina HS,Collin County,10.0,Richardson,573.0,564.0,1136.0,21.6,22.3,24.0,23.3,22.9,12657
community isd,2022,37869418.0,3335,Community HS,Collin County,10.0,Richardson,476.0,456.0,933.0,16.5,17.4,19.9,18.6,18.2,11355
burkburnett isd,2022,40325975.0,3307,Burkburnett HS,Wichita County,9.0,Wichita Falls,571.0,552.0,1123.0,19.3,20.0,21.7,21.4,20.7,12194
burnet cisd,2022,38988694.0,3262,Burnet HS,Burnet County,13.0,Austin,476.0,467.0,943.0,20.5,20.7,24.3,21.0,21.7,11952
mineral wells isd,2022,44851598.0,3228,Mineral Wells HS,Palo Pinto County,11.0,Fort Worth,494.0,484.0,978.0,17.1,18.7,20.1,20.0,19.1,13894
little cypress-mauriceville cisd,2022,39912111.0,3223,Lit Cypr-Mrceville HS,Orange County,5.0,Beaumont,510.0,497.0,1007.0,19.1,21.3,23.1,21.7,21.5,12383
san elizario isd,2022,46587306.0,3190,San Elizario HS,El Paso County,19.0,El Paso,448.0,425.0,872.0,12.8,15.2,15.7,15.5,14.9,14604
brooks academies of texas,2022,40938826.0,3141,Brooks Academy of Science,Bexar County,20.0,San Antonio,454.0,422.0,876.0,18.0,19.0,21.8,21.0,20.3,13033
gainesville isd,2022,43726677.0,3138,Gainesville HS,Cooke County,11.0,Fort Worth,513.0,492.0,1006.0,13.9,15.6,15.7,15.4,15.3,13934
aubrey isd,2022,33741924.0,3101,Aubrey HS,Denton County,11.0,Fort Worth,541.0,550.0,1091.0,19.3,21.4,21.9,22.4,21.4,10880
fredericksburg isd,2022,40199470.0,3100,Fredericksburg HS,Gillespie County,13.0,Austin,539.0,525.0,1063.0,24.9,23.6,26.9,24.3,25.1,12967
bridge city isd,2022,31948811.0,3090,Bridge City HS,Orange County,5.0,Beaumont,501.0,476.0,976.0,21.9,22.7,23.4,21.1,22.3,10339
la vega isd,2022,44866515.0,3089,La Vega HS,McLennan County,12.0,Waco,489.0,475.0,964.0,14.5,16.4,17.5,17.9,16.7,14524
greenwood isd,2022,40051424.0,3081,Greenwood HS,Midland County,18.0,Midland,481.0,483.0,964.0,18.5,19.1,21.3,18.8,19.6,12999
roscoe collegiate isd,2022,57069744.0,3076,Roscoe Collegiate HS,Nolan County,14.0,Abilene,497.0,482.0,979.0,19.0,19.1,21.1,19.9,20.0,18553
taylor isd,2022,43040624.0,3014,Taylor HS,Williamson County,13.0,Austin,467.0,445.0,912.0,21.6,21.4,24.0,19.8,21.6,14280
taylor isd,2022,43040624.0,3014,Legacy ECHS,Williamson County,13.0,Austin,536.0,499.0,1034.0,24.5,23.5,22.0,20.5,22.5,14280
aransas county isd,2022,43757937.0,3005,Rockport-Fulton HS,Aransas County,2.0,Corpus Christi,474.0,462.0,935.0,21.0,17.3,21.3,20.3,20.3,14561
beeville isd,2022,44405613.0,2996,AC Jones HS,Bee County,2.0,Corpus Christi,463.0,445.0,908.0,15.9,15.6,20.3,18.8,17.6,14821
seminole isd,2022,49178736.0,2957,Seminole HS,Gaines County,17.0,Lubbock,509.0,512.0,1021.0,25.7,28.7,30.7,25.7,27.7,16631
athens isd,2022,37980446.0,2955,Athens HS,Henderson County,10.0,Richardson,556.0,551.0,1107.0,21.7,21.7,20.9,21.0,21.4,12852
navasota isd,2022,39823246.0,2953,Navasota HS,Grimes County,6.0,Huntsville,438.0,425.0,863.0,15.5,18.5,17.0,17.0,17.0,13485
china spring isd,2022,30631834.0,2951,China Spring HS,McLennan County,12.0,Waco,540.0,525.0,1065.0,17.6,18.6,19.7,19.6,19.1,10380
columbia-brazoria isd,2022,33260082.0,2911,Columbia HS,Brazoria County,4.0,Houston,494.0,489.0,984.0,22.3,21.3,24.7,24.0,23.3,11425
la feria isd,2022,44549373.0,2908,La Feria HS,Cameron County,1.0,Edinburg,526.0,503.0,1028.0,19.5,19.6,20.9,20.3,20.2,15319
jarrell isd,2022,32067230.0,2882,Jarrell HS,Williamson County,13.0,Austin,463.0,462.0,925.0,18.0,19.2,20.8,19.6,19.2,11126
kennedale isd,2022,33734663.0,2836,Kennedale HS,Tarrant County,11.0,Fort Worth,526.0,504.0,1030.0,19.8,19.9,21.5,21.9,20.9,11895
hidalgo isd,2022,47023001.0,2836,Hidalgo ECHS,Hidalgo County,1.0,Edinburg,441.0,431.0,872.0,15.8,16.9,19.0,18.5,17.7,16580
sealy isd,2022,33025936.0,2814,Sealy HS,Austin County,6.0,Huntsville,515.0,509.0,1024.0,19.8,21.5,22.1,21.7,21.4,11736
hudson isd,2022,34806631.0,2799,Hudson HS,Angelina County,7.0,Kilgore,550.0,557.0,1107.0,20.9,22.5,24.3,21.5,22.4,12435
kingsville isd,2022,39797688.0,2799,HM King HS,Kleberg County,2.0,Corpus Christi,477.0,453.0,929.0,17.0,17.0,17.3,17.0,17.3,14218
bullard isd,2022,31403019.0,2788,Bullard HS,Smith County,7.0,Kilgore,542.0,527.0,1069.0,24.1,23.1,25.6,23.1,24.3,11263
levelland isd,2022,39266028.0,2746,Levelland HS,Hockley County,17.0,Lubbock,537.0,531.0,1069.0,16.5,18.1,18.5,18.4,18.0,14299
sanger isd,2022,39511618.0,2746,Sanger HS,Denton County,11.0,Fort Worth,534.0,539.0,1073.0,16.8,17.9,18.6,18.9,18.2,14388
silsbee isd,2022,35631654.0,2708,Silsbee HS,Hardin County,5.0,Beaumont,504.0,495.0,999.0,15.9,18.0,19.0,19.5,18.2,13157
gatesville isd,2022,30882194.0,2689,Gatesville HS,Coryell County,12.0,Waco,514.0,478.0,992.0,17.7,19.0,20.9,20.5,19.7,11484
gilmer isd,2022,39555750.0,2676,Gilmer HS,Upshur County,7.0,Kilgore,559.0,527.0,1086.0,17.9,19.2,20.6,20.3,19.7,14781
pecos-barstow-toyah isd,2022,79047245.0,2671,Pecos HS,Reeves County,18.0,Midland,480.0,447.0,927.0,12.9,15.4,14.8,15.8,14.9,29594
carthage isd,2022,36760226.0,2668,Carthage HS,Panola County,7.0,Kilgore,523.0,520.0,1043.0,17.9,18.7,18.8,19.5,18.8,13778
wills point isd,2022,33790438.0,2628,Wills Point HS,Van Zandt County,10.0,Richardson,449.0,449.0,898.0,18.8,17.3,21.0,20.3,19.5,12857
ferris isd,2022,31745580.0,2625,Ferris HS,Ellis County,10.0,Richardson,505.0,465.0,970.0,14.9,15.5,16.8,16.5,16.1,12093
gonzales isd,2022,34097374.0,2613,Gonzales HS,Gonzales County,13.0,Austin,494.0,465.0,959.0,17.9,18.2,20.3,18.8,19.0,13049
wimberley isd,2022,28017762.0,2606,Wimberley HS,Hays County,13.0,Austin,572.0,549.0,1121.0,22.7,22.2,25.6,22.9,23.5,10751
hardin-jefferson isd,2022,33167042.0,2602,Hardin-Jefferson HS,Hardin County,5.0,Beaumont,537.0,541.0,1077.0,21.2,22.6,25.4,22.7,23.0,12746
godley isd,2022,34602556.0,2598,Godley HS,Johnson County,11.0,Fort Worth,550.0,526.0,1076.0,15.0,16.7,16.0,17.0,16.3,13318
brownsboro isd,2022,32934695.0,2584,Brownsboro HS,Henderson County,7.0,Kilgore,510.0,494.0,1004.0,19.2,20.3,21.7,21.0,20.7,12745
waxahachie faith family academy,2022,41890295.0,2582,Oak Cliff Faith Family Academy,Ellis County,10.0,Richardson,405.0,399.0,804.0,13.1,16.0,14.9,15.6,15.0,16223
quinlan isd,2022,35112993.0,2575,WH Ford HS,Hunt County,10.0,Richardson,491.0,477.0,967.0,17.0,18.4,19.2,17.8,18.2,13636
royal isd,2022,37391904.0,2572,Royal HS,Waller County,4.0,Houston,501.0,503.0,1005.0,17.0,19.3,20.2,20.3,19.2,14538
snyder isd,2022,33513289.0,2551,Snyder HS,Scurry County,14.0,Abilene,483.0,454.0,938.0,18.3,18.9,22.1,20.7,20.1,13137
center isd,2022,36833198.0,2518,Center HS,Shelby County,7.0,Kilgore,541.0,527.0,1068.0,15.0,16.9,17.4,17.9,16.9,14627
borger isd,2022,29735461.0,2493,Borger HS,Hutchinson County,16.0,Amarillo,452.0,441.0,893.0,20.1,22.6,22.3,23.3,22.3,11927
robinson isd,2022,28049126.0,2400,Robinson HS,McLennan County,12.0,Waco,519.0,482.0,1001.0,18.3,19.4,20.1,21.0,19.8,11687
north lamar isd,2022,30512562.0,2380,North Lamar HS,Lamar County,8.0,Mt Pleasant,533.0,512.0,1045.0,18.9,20.1,22.0,21.2,20.7,12820
van isd,2022,29703268.0,2366,Van HS,Van Zandt County,7.0,Kilgore,488.0,472.0,960.0,18.2,18.5,20.4,18.9,19.1,12554
pittsburg isd,2022,31763675.0,2352,Pittsburg HS,Camp County,8.0,Mt Pleasant,508.0,493.0,1002.0,18.6,19.0,20.5,19.9,19.6,13504
madisonville cisd,2022,33241598.0,2315,Madisonville HS,Madison County,6.0,Huntsville,506.0,505.0,1010.0,21.2,21.4,24.0,23.0,22.4,14359
pleasant grove isd,2022,24377601.0,2313,Pleasant Grove HS,Bowie County,8.0,Mt Pleasant,583.0,573.0,1155.0,19.2,19.3,21.4,20.6,20.3,10539
bandera isd,2022,25177043.0,2301,Bandera HS,Bandera County,20.0,San Antonio,495.0,479.0,975.0,20.3,20.1,22.2,21.8,21.3,10941
venus isd,2022,31540538.0,2300,Venus HS,Johnson County,11.0,Fort Worth,510.0,494.0,1004.0,17.0,17.2,18.9,17.0,17.5,13713
graham isd,2022,26131973.0,2293,Graham HS,Young County,9.0,Wichita Falls,563.0,538.0,1101.0,18.9,20.8,21.5,21.6,20.8,11396
canton isd,2022,24445528.0,2273,Canton HS,Van Zandt County,10.0,Richardson,558.0,534.0,1093.0,21.6,21.4,23.1,21.8,22.1,10754
connally isd,2022,31798686.0,2270,Connally HS,McLennan County,12.0,Waco,464.0,446.0,910.0,20.4,17.6,23.6,19.3,20.6,14008
liberty isd,2022,32684406.0,2244,Liberty HS,Liberty County,5.0,Beaumont,514.0,489.0,1003.0,24.5,23.3,26.3,22.5,24.3,14565
salado isd,2022,22636687.0,2233,Salado HS,Bell County,12.0,Waco,553.0,542.0,1095.0,22.2,23.9,24.8,23.9,23.9,10137
fort stockton isd,2022,32054339.0,2230,Fort Stockton High,Pecos County,18.0,Midland,512.0,491.0,1003.0,14.9,16.6,21.3,18.3,18.0,14374
caddo mills isd,2022,26988263.0,2227,Caddo Mills HS,Hunt County,10.0,Richardson,518.0,497.0,1014.0,18.5,19.9,21.4,21.4,20.5,12118
krum isd,2022,25795074.0,2217,Krum HS,Denton County,11.0,Fort Worth,511.0,497.0,1008.0,24.2,23.7,24.8,24.5,24.4,11635
bellville isd,2022,29280569.0,2191,Bellville HS,Austin County,6.0,Huntsville,549.0,529.0,1078.0,24.1,24.4,24.9,24.4,24.7,13364
jasper isd,2022,30579547.0,2166,Jasper HS,Jasper County,5.0,Beaumont,504.0,496.0,999.0,16.4,18.3,18.6,18.9,18.2,14117
liberty-eylau isd,2022,15933207.0,2131,Liberty-Eylau HS,Bowie County,8.0,Mt Pleasant,490.0,490.0,980.0,15.4,15.9,17.3,17.1,16.5,7476
sunnyvale isd,2022,23009985.0,2104,Sunnyvale HS,Dallas County,10.0,Richardson,559.0,546.0,1105.0,24.9,23.6,25.1,24.3,24.6,10936
van alstyne isd,2022,22677856.0,2046,Van Alstyne HS,Grayson County,10.0,Richardson,555.0,534.0,1089.0,20.7,21.0,23.2,22.5,22.1,11083
monahans-wickett-pyote isd,2022,26278552.0,2039,Monahans HS,Ward County,18.0,Midland,442.0,424.0,865.0,15.7,17.3,17.5,17.2,17.1,12887
spring hill isd,2022,22647643.0,2028,Spring Hill HS,Gregg County,7.0,Kilgore,560.0,535.0,1095.0,20.5,21.0,22.6,21.8,21.6,11167
bridgeport isd,2022,28882826.0,2027,Bridgeport HS,Wise County,11.0,Fort Worth,479.0,462.0,940.0,19.6,22.0,22.2,22.8,21.8,14249
sinton isd,2022,29339291.0,2027,Sinton HS,San Patricio County,2.0,Corpus Christi,458.0,459.0,917.0,19.5,23.0,23.5,23.5,22.5,14474
farmersville isd,2022,25753568.0,2018,Farmersville HS,Collin County,10.0,Richardson,499.0,499.0,998.0,20.6,22.5,23.9,22.1,22.5,12761
brock isd,2022,20340390.0,2002,Brock HS,Parker County,11.0,Fort Worth,535.0,529.0,1064.0,25.2,25.5,26.7,25.2,25.8,10160
rusk isd,2022,25795905.0,2001,Rusk HS,Cherokee County,7.0,Kilgore,500.0,535.0,1035.0,16.5,17.3,18.6,17.5,17.6,12891
ingleside isd,2022,27708899.0,1998,Ingleside HS,San Patricio County,2.0,Corpus Christi,529.0,487.0,1016.0,16.7,17.6,18.7,18.5,18.0,13868
fabens isd,2022,33748457.0,1983,Fabens HS,El Paso County,19.0,El Paso,435.0,425.0,859.0,10.8,14.6,11.7,14.2,12.9,17018
glen rose isd,2022,27591975.0,1982,Glen Rose HS,Somervell County,11.0,Fort Worth,527.0,506.0,1034.0,19.5,19.4,21.8,21.0,20.5,13921
navarro isd,2022,21859918.0,1971,Navarro HS,Guadalupe County,20.0,San Antonio,555.0,545.0,1100.0,23.4,23.4,25.2,23.4,24.0,11090
point isabel isd,2022,32393140.0,1968,Port Isabel HS,Cameron County,1.0,Edinburg,484.0,465.0,949.0,14.1,16.2,17.2,16.8,16.3,16459
devine isd,2022,22245980.0,1961,Devine HS,Medina County,20.0,San Antonio,507.0,503.0,1010.0,21.4,20.0,23.8,19.0,21.2,11344
wharton isd,2022,24946207.0,1960,Wharton HS,Wharton County,3.0,Victoria,437.0,412.0,849.0,20.5,16.5,23.0,21.5,20.5,12727
hamshire-fannett isd,2022,21928148.0,1953,Hamshire-Fannett HS,Jefferson County,5.0,Beaumont,494.0,481.0,976.0,19.2,19.7,22.3,21.0,20.8,11227
cumberland academy,2022,22775705.0,1926,Cumberland HS,Smith County,7.0,Kilgore,508.0,501.0,1009.0,16.7,18.7,22.3,18.0,19.0,11825
iowa park cisd,2022,22391951.0,1921,Iowa Park HS,Wichita County,9.0,Wichita Falls,544.0,538.0,1082.0,19.6,20.6,22.9,20.8,21.1,11656
cuero isd,2022,29346279.0,1920,Cuero HS,DeWitt County,3.0,Victoria,476.0,460.0,936.0,19.9,19.1,20.8,21.0,20.4,15284
carrizo springs cisd,2022,30433200.0,1920,Carrizo Springs HS,Dimmit County,20.0,San Antonio,438.0,436.0,874.0,16.1,19.0,20.5,19.9,19.0,15850
shepherd isd,2022,25300798.0,1909,Shepherd HS,San Jacinto County,6.0,Huntsville,498.0,495.0,993.0,18.1,18.8,19.3,19.7,19.0,13253
atlanta isd,2022,29003634.0,1906,Atlanta HS,Cass County,8.0,Mt Pleasant,505.0,430.0,935.0,16.8,17.6,18.4,18.8,18.1,15217
orenda charter school,2022,22091500.0,1900,Gateway Tech HS,Bell County,12.0,Waco,531.0,531.0,1063.0,17.3,18.5,20.3,19.9,19.1,11627
orenda charter school,2022,22091500.0,1900,Gateway College Preparatory School,Bell County,12.0,Waco,580.0,543.0,1123.0,22.2,22.3,25.5,23.3,23.5,11627
bonham isd,2022,30659569.0,1885,Bonham HS,Fannin County,10.0,Richardson,483.0,468.0,952.0,19.2,18.7,21.0,20.8,20.1,16265
llano isd,2022,26347192.0,1881,Llano HS,Llano County,13.0,Austin,494.0,465.0,959.0,22.3,23.4,24.2,23.0,23.3,14007
la grange isd,2022,26254015.0,1868,La Grange HS,Fayette County,13.0,Austin,512.0,519.0,1031.0,19.4,20.4,22.4,20.2,21.0,14054
vernon isd,2022,25583208.0,1862,Vernon HS,Wilbarger County,9.0,Wichita Falls,494.0,482.0,976.0,15.8,17.2,19.0,17.9,17.6,13739
sweeny isd,2022,28666381.0,1851,Sweeny HS,Brazoria County,4.0,Houston,486.0,465.0,951.0,21.3,22.0,24.0,24.5,23.3,15486
orangefield isd,2022,21123152.0,1843,Orangefield HS,Orange County,5.0,Beaumont,501.0,495.0,995.0,20.0,21.3,23.0,21.0,21.7,11461
caldwell isd,2022,25988580.0,1833,Caldwell HS,Burleson County,6.0,Huntsville,503.0,485.0,989.0,21.0,24.3,28.3,25.7,25.0,14178
tarkington isd,2022,23781558.0,1809,Tarkington HS,Liberty County,4.0,Houston,512.0,497.0,1009.0,17.1,18.7,19.0,19.6,18.7,13146
lago vista isd,2022,18521194.0,1803,Lago Vista HS,Travis County,13.0,Austin,539.0,525.0,1064.0,23.1,22.6,26.9,23.9,24.1,10272
smithville isd,2022,22753440.0,1780,Smithville HS,Bastrop County,13.0,Austin,515.0,496.0,1012.0,20.3,21.5,22.3,19.5,20.9,12782
orange grove isd,2022,21411289.0,1770,Orange Grove HS,Jim Wells County,2.0,Corpus Christi,670.0,645.0,1315.0,15.8,17.2,17.7,18.2,17.4,12096
hondo isd,2022,19215114.0,1767,Hondo HS,Medina County,20.0,San Antonio,559.0,562.0,1121.0,17.3,19.1,19.3,20.0,19.0,10874
lorena isd,2022,20330034.0,1764,Lorena High,McLennan County,12.0,Waco,540.0,551.0,1092.0,20.7,21.8,23.0,22.7,22.2,11524
academy isd,2022,17348176.0,1749,Academy HS,Bell County,12.0,Waco,504.0,486.0,990.0,20.5,17.5,21.5,20.5,20.5,9918
shallowater isd,2022,22714676.0,1745,Shallowater HS,Lubbock County,17.0,Lubbock,480.0,491.0,971.0,18.9,20.9,20.5,20.8,20.3,13017
diboll isd,2022,24735139.0,1744,Diboll HS,Angelina County,7.0,Kilgore,452.0,460.0,912.0,11.2,15.4,15.0,13.4,13.8,14182
lytle isd,2022,22653260.0,1740,Lytle HS,Atascosa County,20.0,San Antonio,491.0,502.0,993.0,14.0,17.0,16.5,17.5,16.5,13019
rains isd,2022,22442390.0,1727,Rains HS,Rains County,7.0,Kilgore,496.0,491.0,987.0,16.6,17.8,18.3,18.2,17.9,12995
whitesboro isd,2022,21711919.0,1717,Whitesboro HS,Grayson County,10.0,Richardson,539.0,531.0,1070.0,21.9,21.6,24.1,23.3,22.9,12645
gladewater isd,2022,23049925.0,1703,Gladewater HS,Gregg County,7.0,Kilgore,526.0,538.0,1063.0,17.3,18.8,20.2,18.9,18.9,13534
kemp isd,2022,24050425.0,1689,Kemp HS,Kaufman County,10.0,Richardson,475.0,451.0,926.0,13.9,16.5,16.4,15.2,15.7,14239
bowie isd,2022,20380808.0,1685,Bowie HS,Montague County,9.0,Wichita Falls,490.0,480.0,970.0,17.0,18.0,18.7,16.7,17.7,12095
meridian world school llc,2022,18236310.0,1683,Meridian World School LLC,Williamson County,13.0,Austin,654.0,640.0,1295.0,24.8,23.3,26.3,24.7,24.9,10835
fairfield isd,2022,23745416.0,1681,Fairfield HS,Freestone County,12.0,Waco,539.0,527.0,1066.0,16.5,18.5,19.1,18.5,18.3,14125
poteet isd,2022,22249556.0,1676,Poteet HS,Atascosa County,20.0,San Antonio,511.0,483.0,994.0,17.4,17.3,19.2,19.1,18.3,13275
eustace isd,2022,22301196.0,1650,Eustace HS,Henderson County,7.0,Kilgore,505.0,487.0,993.0,21.4,19.4,25.6,21.0,22.0,13515
wayside schools,2022,24827895.0,1643,Wayside Sci-Tech Middle/HS,Travis County,13.0,Austin,423.0,418.0,841.0,12.5,15.5,14.5,15.4,14.5,15111
brownfield isd,2022,26194954.0,1640,Brownfield HS,Terry County,17.0,Lubbock,455.0,447.0,902.0,15.8,17.0,18.5,17.8,17.5,15972
troy isd,2022,18517322.0,1636,Troy HS,Bell County,12.0,Waco,475.0,463.0,939.0,21.6,22.3,24.1,22.3,22.9,11318
ft sam houston isd,2022,31366022.0,1635,Robert G Cole Middle/HS,Bexar County,20.0,San Antonio,521.0,496.0,1018.0,23.0,21.1,26.3,23.5,23.7,19184
mineola isd,2022,25557468.0,1631,Mineola HS,Wood County,7.0,Kilgore,514.0,500.0,1014.0,21.2,18.6,21.1,20.1,20.5,15669
peaster isd,2022,20707184.0,1622,Peaster HS,Parker County,11.0,Fort Worth,550.0,532.0,1082.0,22.1,21.7,22.4,21.1,22.0,12766
huntington isd,2022,21585569.0,1612,Huntington HS,Angelina County,7.0,Kilgore,505.0,509.0,1014.0,18.5,20.0,18.0,15.5,18.0,13390
rio hondo isd,2022,30179994.0,1602,Rio Hondo HS,Cameron County,1.0,Edinburg,476.0,450.0,926.0,17.5,17.0,18.8,17.4,17.8,18838
denver city isd,2022,14494234.0,1596,Denver City HS,Yoakum County,17.0,Lubbock,494.0,476.0,970.0,19.8,20.2,20.2,19.8,20.0,9081
coldspring-oakhurst cisd,2022,22166655.0,1586,Coldspring-Oakhurst HS,San Jacinto County,6.0,Huntsville,486.0,474.0,961.0,15.0,15.0,17.0,14.0,15.5,13976
jim ned cisd,2022,18294618.0,1576,Jim Ned HS,Taylor County,14.0,Abilene,527.0,514.0,1041.0,22.5,25.0,24.8,24.5,24.4,11608
ponder isd,2022,17699959.0,1574,Ponder HS,Denton County,11.0,Fort Worth,531.0,547.0,1078.0,18.5,21.2,21.1,20.7,20.5,11245
cameron isd,2022,21622608.0,1569,Cameron Yoe HS,Milam County,6.0,Huntsville,471.0,474.0,945.0,16.4,18.3,19.6,19.3,18.6,13781
jourdanton isd,2022,21594149.0,1569,Jourdanton HS,Atascosa County,20.0,San Antonio,485.0,475.0,960.0,23.3,21.5,24.1,21.6,22.6,13763
raul yzaguirre schools for success,2022,24065122.0,1563,Early College T-STEM Academy,Harris County,4.0,Houston,460.0,451.0,911.0,18.9,19.5,21.9,20.5,20.4,15396
columbus isd,2022,19387443.0,1555,Columbus HS,Colorado County,4.0,Houston,478.0,461.0,939.0,19.9,21.1,21.6,20.5,20.9,12467
a+ academy,2022,22301889.0,1551,A+ Secondary School,Dallas County,10.0,Richardson,438.0,435.0,873.0,12.5,14.7,12.7,14.3,13.7,14379
edna isd,2022,20876840.0,1549,Edna HS,Jackson County,3.0,Victoria,487.0,478.0,965.0,17.6,18.2,18.1,18.5,18.2,13477
bushland isd,2022,16899732.0,1546,Bushland HS,Potter County,16.0,Amarillo,528.0,512.0,1040.0,19.4,20.8,21.9,21.7,21.0,10931
groesbeck isd,2022,22392696.0,1543,Groesbeck HS,Limestone County,12.0,Waco,458.0,442.0,899.0,18.6,18.4,21.9,19.6,19.6,14512
east chambers isd,2022,23513235.0,1540,East Chambers HS,Chambers County,5.0,Beaumont,491.0,493.0,984.0,12.7,17.7,15.3,16.3,15.3,15268
sabine isd,2022,19197168.0,1531,Sabine HS,Gregg County,7.0,Kilgore,545.0,534.0,1080.0,16.8,19.7,19.5,20.1,19.1,12538
southwest school,2022,25407476.0,1526,Empowerment HS,Harris County,4.0,Houston,454.0,438.0,892.0,20.7,20.7,22.3,23.3,22.0,16649
mount vernon isd,2022,19974956.0,1523,Mt Vernon HS,Franklin County,8.0,Mt Pleasant,487.0,447.0,933.0,18.0,18.9,20.8,19.6,19.4,13115
yoakum isd,2022,26054335.0,1496,Yoakum HS,DeWitt County,3.0,Victoria,525.0,479.0,1004.0,11.8,14.8,12.3,15.3,13.8,17415
mcgregor isd,2022,20738074.0,1492,McGregor HS,McLennan County,12.0,Waco,563.0,553.0,1117.0,21.2,22.9,23.4,21.8,22.4,13899
buna isd,2022,22312820.0,1483,Buna HS,Jasper County,5.0,Beaumont,494.0,478.0,972.0,21.0,21.0,21.5,18.5,21.0,15045
whitney isd,2022,19817508.0,1474,Whitney HS,Hill County,12.0,Waco,501.0,504.0,1006.0,19.0,19.6,19.2,20.7,19.7,13444
marion isd,2022,18686963.0,1471,Marion HS,Guadalupe County,20.0,San Antonio,496.0,494.0,991.0,19.3,21.3,25.1,22.2,22.1,12703
tatum isd,2022,20025870.0,1470,Tatum HS,Rusk County,7.0,Kilgore,501.0,463.0,964.0,19.6,19.1,21.2,20.2,20.1,13623
randolph field isd,2022,22924087.0,1458,Randolph HS,Bexar County,20.0,San Antonio,538.0,513.0,1051.0,23.1,23.2,23.6,23.1,23.4,15722
white oak isd,2022,18888701.0,1458,White Oak HS,Gregg County,7.0,Kilgore,478.0,505.0,983.0,20.3,20.6,22.1,21.8,21.3,12955
bishop cisd,2022,20589454.0,1457,Bishop HS,Nueces County,2.0,Corpus Christi,523.0,489.0,1013.0,18.0,20.4,19.4,19.7,19.6,14131
san diego isd,2022,22738471.0,1453,San Diego HS,Duval County,2.0,Corpus Christi,440.0,427.0,866.0,13.4,14.4,16.2,17.2,15.4,15649
kirbyville cisd,2022,18467102.0,1450,Kirbyville HS,Jasper County,5.0,Beaumont,546.0,530.0,1076.0,18.4,20.3,22.3,20.4,20.7,12735
mathis isd,2022,26397305.0,1441,Mathis HS,San Patricio County,2.0,Corpus Christi,451.0,439.0,890.0,14.6,16.4,17.3,17.2,16.5,18318
commerce isd,2022,22844942.0,1440,Commerce HS,Hunt County,10.0,Richardson,493.0,485.0,977.0,20.1,19.4,20.6,21.2,20.4,15864
high point academy,2022,17366478.0,1431,High Point Academy,Tarrant County,11.0,Fort Worth,524.0,492.0,1015.0,26.3,24.3,32.7,25.0,27.3,12135
pilot point isd,2022,19338521.0,1430,Pilot Point HS,Denton County,11.0,Fort Worth,465.0,463.0,929.0,22.2,23.6,23.1,23.4,23.1,13523
pottsboro isd,2022,16913785.0,1430,Pottsboro HS,Grayson County,10.0,Richardson,533.0,521.0,1054.0,19.6,20.2,22.9,21.7,21.2,11827
london isd,2022,14019028.0,1427,London HS,Nueces County,2.0,Corpus Christi,572.0,565.0,1137.0,24.1,23.5,27.8,24.0,25.1,9824
nyos charter school,2022,17223621.0,1422,NYOS Charter School,Travis County,13.0,Austin,591.0,570.0,1161.0,27.2,24.9,27.3,26.3,26.4,12112
malakoff isd,2022,20229745.0,1420,Malakoff HS,Henderson County,7.0,Kilgore,443.0,430.0,874.0,19.8,20.0,21.5,20.8,20.8,14246
rockdale isd,2022,23294623.0,1416,Rockdale HS,Milam County,6.0,Huntsville,468.0,461.0,929.0,19.3,19.4,20.3,21.1,20.2,16451
breckenridge isd,2022,20254034.0,1414,Breckenridge HS,Stephens County,14.0,Abilene,499.0,523.0,1022.0,17.2,20.8,19.6,19.1,19.3,14323
anahuac isd,2022,19100540.0,1389,Anahuac HS,Chambers County,4.0,Houston,500.0,497.0,998.0,18.3,19.7,21.1,20.4,20.0,13751
compass academy charter school,2022,13322994.0,1371,Compass Academy Charter School,Ector County,18.0,Midland,510.0,502.0,1012.0,14.5,18.5,17.0,17.0,17.0,9717
ume preparatory academy,2022,15525456.0,1365,UME Preparatory Academy,Dallas County,10.0,Richardson,543.0,501.0,1044.0,27.3,24.7,30.0,26.3,27.0,11373
grandview isd,2022,15823896.0,1364,Grandview HS,Johnson County,11.0,Fort Worth,548.0,539.0,1088.0,22.4,22.9,24.5,23.5,23.4,11601
franklin isd,2022,18425061.0,1347,Franklin HS,Robertson County,6.0,Huntsville,504.0,502.0,1006.0,17.5,19.9,18.8,20.7,19.5,13678
muleshoe isd,2022,21391099.0,1347,Muleshoe HS,Bailey County,17.0,Lubbock,462.0,455.0,917.0,16.7,19.1,19.9,19.2,18.8,15880
